instance_id,summarizer_id,prompt_id,summary,question,answer,prediction,is_correct,is_intended_answer
d0844-A,44,762e6083a0445cd5d8b604e1e793ac2f,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",What did Bush cite as one criterion for her selection?,religion,religious beliefs,TRUE,TRUE
d0844-A,44,291acf28448ab548e3bc47484ed4a43f,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",What did Bush cite religion as one criterion for?,her selection,her nomination to the Supreme Court,TRUE,TRUE
d0844-A,35,e2b8dde31dd242c10eea5f8edb5d931d,"The announcement which drew kind words from some Democrats and skepticism from some conservatives came just before Bush went to the Supreme Court to watch Chief Justice John Roberts, who won Senate confirmation last week, take the gavel. As White House counsel, Miers played a lead role in Bush's judicial selections, she moved from head of the search committee to candidate in a process that ended when Bush offered her the job at a White House dinner Sunday night. President Bush Friday rejected conservative calls to withdraw his nomination of White House counsel Harriet Miers to the Supreme Court and",What initially drew kind words from some Democrats but skepticism from some conservatives?,The announcement,announcement,TRUE,FALSE
d0844-A,35,d4aeb99da6b9521f0a6439261aff2c6b,"The announcement which drew kind words from some Democrats and skepticism from some conservatives came just before Bush went to the Supreme Court to watch Chief Justice John Roberts, who won Senate confirmation last week, take the gavel. As White House counsel, Miers played a lead role in Bush's judicial selections, she moved from head of the search committee to candidate in a process that ended when Bush offered her the job at a White House dinner Sunday night. President Bush Friday rejected conservative calls to withdraw his nomination of White House counsel Harriet Miers to the Supreme Court and",Who did the announcement initially draw kind words from but skepticism from some conservatives?,some Democrats,Democrats,TRUE,FALSE
d0844-A,35,666f0d4121fe70f0dbcff8bb3a12f03c,"The announcement which drew kind words from some Democrats and skepticism from some conservatives came just before Bush went to the Supreme Court to watch Chief Justice John Roberts, who won Senate confirmation last week, take the gavel. As White House counsel, Miers played a lead role in Bush's judicial selections, she moved from head of the search committee to candidate in a process that ended when Bush offered her the job at a White House dinner Sunday night. President Bush Friday rejected conservative calls to withdraw his nomination of White House counsel Harriet Miers to the Supreme Court and",The announcement initially drew kind words from some Democrats but skepticism from what?,some conservatives,conservatives,TRUE,FALSE
d0844-A,35,5ee9aa56d611c905de57e49ca767f221,"The announcement which drew kind words from some Democrats and skepticism from some conservatives came just before Bush went to the Supreme Court to watch Chief Justice John Roberts, who won Senate confirmation last week, take the gavel. As White House counsel, Miers played a lead role in Bush's judicial selections, she moved from head of the search committee to candidate in a process that ended when Bush offered her the job at a White House dinner Sunday night. President Bush Friday rejected conservative calls to withdraw his nomination of White House counsel Harriet Miers to the Supreme Court and",What did some Bush critics charge in the selection?,cronyism,Miers played a lead role in Bush's judicial selections,FALSE,FALSE
d0844-A,35,f012159d3566238cb6253903dfacdb68,"The announcement which drew kind words from some Democrats and skepticism from some conservatives came just before Bush went to the Supreme Court to watch Chief Justice John Roberts, who won Senate confirmation last week, take the gavel. As White House counsel, Miers played a lead role in Bush's judicial selections, she moved from head of the search committee to candidate in a process that ended when Bush offered her the job at a White House dinner Sunday night. President Bush Friday rejected conservative calls to withdraw his nomination of White House counsel Harriet Miers to the Supreme Court and",Some Bush critics charged cronyism in what?,the selection,judicial selections,TRUE,TRUE
d0844-A,35,441f9cb85ecfb33a488dd5d187b5b0a7,"The announcement which drew kind words from some Democrats and skepticism from some conservatives came just before Bush went to the Supreme Court to watch Chief Justice John Roberts, who won Senate confirmation last week, take the gavel. As White House counsel, Miers played a lead role in Bush's judicial selections, she moved from head of the search committee to candidate in a process that ended when Bush offered her the job at a White House dinner Sunday night. President Bush Friday rejected conservative calls to withdraw his nomination of White House counsel Harriet Miers to the Supreme Court and",Who has few credentials of any kind to carry her into confirmation hearings and little experience in constitutional law?,Miers,Harriet Miers,TRUE,TRUE
d0844-A,35,dcf482e67914fb05a3ae0ea675a09537,"The announcement which drew kind words from some Democrats and skepticism from some conservatives came just before Bush went to the Supreme Court to watch Chief Justice John Roberts, who won Senate confirmation last week, take the gavel. As White House counsel, Miers played a lead role in Bush's judicial selections, she moved from head of the search committee to candidate in a process that ended when Bush offered her the job at a White House dinner Sunday night. President Bush Friday rejected conservative calls to withdraw his nomination of White House counsel Harriet Miers to the Supreme Court and",What did Bush state is part of Miers life that appeared to further inflame the controversy?,her religion,White House counsel,FALSE,FALSE
d0844-A,35,95c0d6032f470449118df630e9bc4117,"The announcement which drew kind words from some Democrats and skepticism from some conservatives came just before Bush went to the Supreme Court to watch Chief Justice John Roberts, who won Senate confirmation last week, take the gavel. As White House counsel, Miers played a lead role in Bush's judicial selections, she moved from head of the search committee to candidate in a process that ended when Bush offered her the job at a White House dinner Sunday night. President Bush Friday rejected conservative calls to withdraw his nomination of White House counsel Harriet Miers to the Supreme Court and",What did conservatives continue to deride and called for its withdrawal?,Miers ' nomination,nomination of White House counsel Harriet Miers to the Supreme Court,TRUE,TRUE
